river
QS QH 4S 9D 9H
QS QH 4S 4D KC
QS QH 4S 4D KD
QS QH 4S 4D KS
QS QH 4S 9H 9C
QS QH 4S 9H 9D
QS QH 4D 9C 9D
QS QH 4D 9C 9H
QS QH 4D 4C KC
QS QH 4D 4C KD
QS QH 4D 4C KS
QS QH 4D 9D 9C
QS QH 4D 9D 9H
QS QH 4D 4S KC
QS QH 4D 4S KD
QS QH 4D 4S KS
QS QH 4D 9H 9C
QS QH 4D 9H 9D
QS JS 4S 9C 10S
QS JS 4S 9D 10S
QS JS 4S 9H 10S
QS QC 4S 9C 9D
QS QC 4S 9C 9H
QS QC 4S 4C KC
QS QC 4S 4C KD
QS QC 4S 4C KS
QS QC 4S 9D 9C
QS QC 4S 9D 9H
QS QC 4S 4D KC
QS QC 4S 4D KD
QS QC 4S 4D KS
QS QC 4S 9H 9C
QS QC 4S 9H 9D
QS QC 4D 9C 9D
QS QC 4D 9C 9H
QS QC 4D 4C KC
QS QC 4D 4C KD
QS QC 4D 4C KS
QS QC 4D 9D 9C
QS QC 4D 9D 9H
QS QC 4D 4S KC
QS QC 4D 4S KD
QS QC 4D 4S KS
QS QC 4D 9H 9C
QS QC 4D 9H 9D
QS 4S 10S 9C JS
QS 4S 10S 9D JS
QS 4S 10S 9H JS
9C 9D 8D 9H KC
9C 9D 8D 9H KD
9C 9D 8D 9H KS
9C 9D 8S 9H KC
9C 9D 8S 9H KD
9C 9D 8S 9H KS
9C 9H 8D 9D KC
9C 9H 8D 9D KD
9C 9H 8D 9D KS
9C 9H 8S 9D KC
9C 9H 8S 9D KD
9C 9H 8S 9D KS
3D 3S 4C 4S KC
3D 3S 4C 4S KD
3D 3S 4C 4S KS
3D 3S 4C 4D KC
3D 3S 4C 4D KD
3D 3S 4C 4D KS
3D 3S 4S 4C KC
3D 3S 4S 4C KD
3D 3S 4S 4C KS
3D 3S 4S 4D KC
3D 3S 4S 4D KD
3D 3S 4S 4D KS
3D 3S 4D 4C KC
3D 3S 4D 4C KD
3D 3S 4D 4C KS
3D 3S 4D 4S KC
3D 3S 4D 4S KD
3D 3S 4D 4S KS
3D 4C 3H 4S KC
3D 4C 3H 4S KD
3D 4C 3H 4S KS
3D 4C 3H 4D KC
3D 4C 3H 4D KD
3D 4C 3H 4D KS
3D 4C 3C 4S KC
3D 4C 3C 4S KD
3D 4C 3C 4S KS
3D 4C 3C 4D KC
3D 4C 3C 4D KD
3D 4C 3C 4D KS
3D 3H 4S 4C KC
3D 3H 4S 4C KD
3D 3H 4S 4C KS
3D 3H 4S 4D KC
3D 3H 4S 4D KD
3D 3H 4S 4D KS
3D 3H 4D 4C KC
3D 3H 4D 4C KD
3D 3H 4D 4C KS
3D 3H 4D 4S KC
3D 3H 4D 4S KD
3D 3H 4D 4S KS
3D 3C 4S 4C KC
3D 3C 4S 4C KD
3D 3C 4S 4C KS
3D 3C 4S 4D KC
3D 3C 4S 4D KD
3D 3C 4S 4D KS
3D 3C 4D 4C KC
3D 3C 4D 4C KD
3D 3C 4D 4C KS
3D 3C 4D 4S KC
3D 3C 4D 4S KD
3D 3C 4D 4S KS
3S 4C 3H 4S KC
3S 4C 3H 4S KD
3S 4C 3H 4S KS
3S 4C 3H 4D KC
3S 4C 3H 4D KD
3S 4C 3H 4D KS
3S 4C 3C 4S KC
3S 4C 3C 4S KD
3S 4C 3C 4S KS
3S 4C 3C 4D KC
3S 4C 3C 4D KD
3S 4C 3C 4D KS
3S 3H 4S 4C KC
3S 3H 4S 4C KD
3S 3H 4S 4C KS
3S 3H 4S 4D KC
3S 3H 4S 4D KD
3S 3H 4S 4D KS
3S 3H 4D 4C KC
3S 3H 4D 4C KD
3S 3H 4D 4C KS
3S 3H 4D 4S KC
3S 3H 4D 4S KD
3S 3H 4D 4S KS
3S 3C 4S 4C KC
3S 3C 4S 4C KD
3S 3C 4S 4C KS
3S 3C 4S 4D KC
3S 3C 4S 4D KD
3S 3C 4S 4D KS
3S 3C 4D 4C KC
3S 3C 4D 4C KD
3S 3C 4D 4C KS
3S 3C 4D 4S KC
3S 3C 4D 4S KD
3S 3C 4D 4S KS
JC 4C JS 9C 9D
JC 4C JS 9C 9H
JC 4C JS 9D 9C
JC 4C JS 9D 9H
JC 4C JS 4S KC
JC 4C JS 4S KD
JC 4C JS 4S KS
JC 4C JS 4D KC
JC 4C JS 4D KD
JC 4C JS 4D KS
JC 4C JS 9H 9C
JC 4C JS 9H 9D
JC 4C JD 9C 9D
JC 4C JD 9C 9H
JC 4C JD 9D 9C
JC 4C JD 9D 9H
JC 4C JD 4S KC
JC 4C JD 4S KD
JC 4C JD 4S KS
JC 4C JD 4D KC
JC 4C JD 4D KD
JC 4C JD 4D KS
JC 4C JD 9H 9C
JC 4C JD 9H 9D
JC 4C JH 9C 9D
JC 4C JH 9C 9H
JC 4C JH 9D 9C
JC 4C JH 9D 9H
JC 4C JH 4S KC
JC 4C JH 4S KD
JC 4C JH 4S KS
JC 4C JH 4D KC
JC 4C JH 4D KD
JC 4C JH 4D KS
JC 4C JH 9H 9C
JC 4C JH 9H 9D
JC JS 4S 9C 9D
JC JS 4S 9C 9H
JC JS 4S 4C KC
JC JS 4S 4C KD
JC JS 4S 4C KS
JC JS 4S 9D 9C
JC JS 4S 9D 9H
JC JS 4S 4D KC
JC JS 4S 4D KD
JC JS 4S 4D KS
JC JS 4S 9H 9C
JC JS 4S 9H 9D
JC JS 4D 9C 9D
JC JS 4D 9C 9H
JC JS 4D 4C KC
JC JS 4D 4C KD
JC JS 4D 4C KS
JC JS 4D 9D 9C
JC JS 4D 9D 9H
JC JS 4D 4S KC
JC JS 4D 4S KD
JC JS 4D 4S KS
JC JS 4D 9H 9C
JC JS 4D 9H 9D
JC JD 4S 9C 9D
JC JD 4S 9C 9H
JC JD 4S 4C KC
JC JD 4S 4C KD
JC JD 4S 4C KS
JC JD 4S 9D 9C
JC JD 4S 9D 9H
JC JD 4S 4D KC
JC JD 4S 4D KD
JC JD 4S 4D KS
JC JD 4S 9H 9C
JC JD 4S 9H 9D
JC JD 4D 9C 9D
JC JD 4D 9C 9H
JC JD 4D 4C KC
JC JD 4D 4C KD
JC JD 4D 4C KS
JC JD 4D 9D 9C
JC JD 4D 9D 9H
JC JD 4D 4S KC
JC JD 4D 4S KD
JC JD 4D 4S KS
JC JD 4D 9H 9C
JC JD 4D 9H 9D
JC 4S JH 9C 9D
JC 4S JH 9C 9H
JC 4S JH 4C KC
JC 4S JH 4C KD
JC 4S JH 4C KS
JC 4S JH 9D 9C
JC 4S JH 9D 9H
JC 4S JH 4D KC
JC 4S JH 4D KD
JC 4S JH 4D KS
JC 4S JH 9H 9C
JC 4S JH 9H 9D
JC 4D JH 9C 9D
JC 4D JH 9C 9H
JC 4D JH 4C KC
JC 4D JH 4C KD
JC 4D JH 4C KS
JC 4D JH 9D 9C
JC 4D JH 9D 9H
JC 4D JH 4S KC
JC 4D JH 4S KD
JC 4D JH 4S KS
JC 4D JH 9H 9C
JC 4D JH 9H 9D
AD AS 4C 9C 9D
AD AS 4C 9C 9H
AD AS 4C 9D 9C
AD AS 4C 9D 9H
AD AS 4C 4S KC
AD AS 4C 4S KD
AD AS 4C 4S KS
AD AS 4C 4D KC
AD AS 4C 4D KD
AD AS 4C 4D KS
AD AS 4C 9H 9C
AD AS 4C 9H 9D
AD AS 4S 9C 9D
AD AS 4S 9C 9H
AD AS 4S 4C KC
AD AS 4S 4C KD
AD AS 4S 4C KS
AD AS 4S 9D 9C
AD AS 4S 9D 9H
AD AS 4S 4D KC
AD AS 4S 4D KD
AD AS 4S 4D KS
AD AS 4S 9H 9C
AD AS 4S 9H 9D
AD AS 4D 9C 9D
AD AS 4D 9C 9H
AD AS 4D 4C KC
AD AS 4D 4C KD
AD AS 4D 4C KS
AD AS 4D 9D 9C
AD AS 4D 9D 9H
AD AS 4D 4S KC
AD AS 4D 4S KD
AD AS 4D 4S KS
AD AS 4D 9H 9C
AD AS 4D 9H 9D
AD 4C AH 9C 9D
AD 4C AH 9C 9H
AD 4C AH 9D 9C
AD 4C AH 9D 9H
AD 4C AH 4S KC
AD 4C AH 4S KD
AD 4C AH 4S KS
AD 4C AH 4D KC
AD 4C AH 4D KD
AD 4C AH 4D KS
AD 4C AH 9H 9C
AD 4C AH 9H 9D
AD 4C AC 9C 9D
AD 4C AC 9C 9H
AD 4C AC 9D 9C
AD 4C AC 9D 9H
AD 4C AC 4S KC
AD 4C AC 4S KD
AD 4C AC 4S KS
AD 4C AC 4D KC
AD 4C AC 4D KD
AD 4C AC 4D KS
AD 4C AC 9H 9C
AD 4C AC 9H 9D
AD AH 4S 9C 9D
AD AH 4S 9C 9H
AD AH 4S 4C KC
AD AH 4S 4C KD
AD AH 4S 4C KS
AD AH 4S 9D 9C
AD AH 4S 9D 9H
AD AH 4S 4D KC
AD AH 4S 4D KD
AD AH 4S 4D KS
AD AH 4S 9H 9C
AD AH 4S 9H 9D
AD AH 4D 9C 9D
AD AH 4D 9C 9H
AD AH 4D 4C KC
AD AH 4D 4C KD
AD AH 4D 4C KS
AD AH 4D 9D 9C
AD AH 4D 9D 9H
AD AH 4D 4S KC
AD AH 4D 4S KD
AD AH 4D 4S KS
AD AH 4D 9H 9C
AD AH 4D 9H 9D
AD AC 4S 9C 9D
AD AC 4S 9C 9H
AD AC 4S 4C KC
AD AC 4S 4C KD
AD AC 4S 4C KS
AD AC 4S 9D 9C
AD AC 4S 9D 9H
AD AC 4S 4D KC
AD AC 4S 4D KD
AD AC 4S 4D KS
AD AC 4S 9H 9C
AD AC 4S 9H 9D
AD AC 4D 9C 9D
AD AC 4D 9C 9H
AD AC 4D 4C KC
AD AC 4D 4C KD
AD AC 4D 4C KS
AD AC 4D 9D 9C
AD AC 4D 9D 9H
AD AC 4D 4S KC
AD AC 4D 4S KD
AD AC 4D 4S KS
AD AC 4D 9H 9C
AD AC 4D 9H 9D
5D 5S 4C 4S KC
5D 5S 4C 4S KD
5D 5S 4C 4S KS
5D 5S 4C 4D KC
5D 5S 4C 4D KD
5D 5S 4C 4D KS
5D 5S 4S 4C KC
5D 5S 4S 4C KD
5D 5S 4S 4C KS
5D 5S 4S 4D KC
5D 5S 4S 4D KD
5D 5S 4S 4D KS
5D 5S 4D 4C KC
5D 5S 4D 4C KD
5D 5S 4D 4C KS
5D 5S 4D 4S KC
5D 5S 4D 4S KD
5D 5S 4D 4S KS
5D 4C 5H 4S KC
5D 4C 5H 4S KD
5D 4C 5H 4S KS
5D 4C 5H 4D KC
5D 4C 5H 4D KD
5D 4C 5H 4D KS
5D 4C 5C 4S KC
5D 4C 5C 4S KD
5D 4C 5C 4S KS
5D 4C 5C 4D KC
5D 4C 5C 4D KD
5D 4C 5C 4D KS
5D 5H 4S 4C KC
5D 5H 4S 4C KD
5D 5H 4S 4C KS
5D 5H 4S 4D KC
5D 5H 4S 4D KD
5D 5H 4S 4D KS
5D 5H 4D 4C KC
5D 5H 4D 4C KD
5D 5H 4D 4C KS
5D 5H 4D 4S KC
5D 5H 4D 4S KD
5D 5H 4D 4S KS
5D 5C 4S 4C KC
5D 5C 4S 4C KD
5D 5C 4S 4C KS
5D 5C 4S 4D KC
5D 5C 4S 4D KD
5D 5C 4S 4D KS
5D 5C 4D 4C KC
5D 5C 4D 4C KD
5D 5C 4D 4C KS
5D 5C 4D 4S KC
5D 5C 4D 4S KD
5D 5C 4D 4S KS
5S 4C 5H 4S KC
5S 4C 5H 4S KD
5S 4C 5H 4S KS
5S 4C 5H 4D KC
5S 4C 5H 4D KD
5S 4C 5H 4D KS
5S 4C 5C 4S KC
5S 4C 5C 4S KD
5S 4C 5C 4S KS
5S 4C 5C 4D KC
5S 4C 5C 4D KD
5S 4C 5C 4D KS
5S 5H 4S 4C KC
5S 5H 4S 4C KD
5S 5H 4S 4C KS
5S 5H 4S 4D KC
5S 5H 4S 4D KD
5S 5H 4S 4D KS
5S 5H 4D 4C KC
5S 5H 4D 4C KD
5S 5H 4D 4C KS
5S 5H 4D 4S KC
5S 5H 4D 4S KD
5S 5H 4D 4S KS
5S 5C 4S 4C KC
5S 5C 4S 4C KD
5S 5C 4S 4C KS
5S 5C 4S 4D KC
5S 5C 4S 4D KD
5S 5C 4S 4D KS
5S 5C 4D 4C KC
5S 5C 4D 4C KD
5S 5C 4D 4C KS
5S 5C 4D 4S KC
5S 5C 4D 4S KD
5S 5C 4D 4S KS
2C 4C 2D 4S KC
2C 4C 2D 4S KD
2C 4C 2D 4S KS
2C 4C 2D 4D KC
2C 4C 2D 4D KD
2C 4C 2D 4D KS
2C 4C 2S 4S KC
2C 4C 2S 4S KD
2C 4C 2S 4S KS
2C 4C 2S 4D KC
2C 4C 2S 4D KD
2C 4C 2S 4D KS
2C 4C 2H 4S KC
2C 4C 2H 4S KD
2C 4C 2H 4S KS
2C 4C 2H 4D KC
2C 4C 2H 4D KD
2C 4C 2H 4D KS
2C 2D 4S 4C KC
2C 2D 4S 4C KD
2C 2D 4S 4C KS
2C 2D 4S 4D KC
2C 2D 4S 4D KD
2C 2D 4S 4D KS
2C 2D 4D 4C KC
2C 2D 4D 4C KD
2C 2D 4D 4C KS
2C 2D 4D 4S KC
2C 2D 4D 4S KD
2C 2D 4D 4S KS
2C 2S 4S 4C KC
2C 2S 4S 4C KD
2C 2S 4S 4C KS
2C 2S 4S 4D KC
2C 2S 4S 4D KD
2C 2S 4S 4D KS
2C 2S 4D 4C KC
2C 2S 4D 4C KD
2C 2S 4D 4C KS
2C 2S 4D 4S KC
2C 2S 4D 4S KD
2C 2S 4D 4S KS
2C 4S 2H 4C KC
2C 4S 2H 4C KD
2C 4S 2H 4C KS
2C 4S 2H 4D KC
2C 4S 2H 4D KD
2C 4S 2H 4D KS
2C 4D 2H 4C KC
2C 4D 2H 4C KD
2C 4D 2H 4C KS
2C 4D 2H 4S KC
2C 4D 2H 4S KD
2C 4D 2H 4S KS
10H 4C 10C 9C 9D
10H 4C 10C 9C 9H
10H 4C 10C 9D 9C
10H 4C 10C 9D 9H
10H 4C 10C 4S KC
10H 4C 10C 4S KD
10H 4C 10C 4S KS
10H 4C 10C 4D KC
10H 4C 10C 4D KD
10H 4C 10C 4D KS
10H 4C 10C 9H 9C
10H 4C 10C 9H 9D
10H 4C 10D 9C 9D
10H 4C 10D 9C 9H
10H 4C 10D 9D 9C
10H 4C 10D 9D 9H
10H 4C 10D 4S KC
10H 4C 10D 4S KD
10H 4C 10D 4S KS
10H 4C 10D 4D KC
10H 4C 10D 4D KD
10H 4C 10D 4D KS
10H 4C 10D 9H 9C
10H 4C 10D 9H 9D
10H 4C 10S 9C 9D
10H 4C 10S 9C 9H
10H 4C 10S 9D 9C
10H 4C 10S 9D 9H
10H 4C 10S 4S KC
10H 4C 10S 4S KD
10H 4C 10S 4S KS
10H 4C 10S 4D KC
10H 4C 10S 4D KD
10H 4C 10S 4D KS
10H 4C 10S 9H 9C
10H 4C 10S 9H 9D
10H 10C 4S 9C 9D
10H 10C 4S 9C 9H
10H 10C 4S 4C KC
10H 10C 4S 4C KD
10H 10C 4S 4C KS
10H 10C 4S 9D 9C
10H 10C 4S 9D 9H
10H 10C 4S 4D KC
10H 10C 4S 4D KD
10H 10C 4S 4D KS
10H 10C 4S 9H 9C
10H 10C 4S 9H 9D
10H 10C 4D 9C 9D
10H 10C 4D 9C 9H
10H 10C 4D 4C KC
10H 10C 4D 4C KD
10H 10C 4D 4C KS
10H 10C 4D 9D 9C
10H 10C 4D 9D 9H
10H 10C 4D 4S KC
10H 10C 4D 4S KD
10H 10C 4D 4S KS
10H 10C 4D 9H 9C
10H 10C 4D 9H 9D
10H 4S 10D 9C 9D
10H 4S 10D 9C 9H
10H 4S 10D 4C KC
10H 4S 10D 4C KD
10H 4S 10D 4C KS
10H 4S 10D 9D 9C
10H 4S 10D 9D 9H
10H 4S 10D 4D KC
10H 4S 10D 4D KD
10H 4S 10D 4D KS
10H 4S 10D 9H 9C
10H 4S 10D 9H 9D
10H 4S 10S 9C 9D
10H 4S 10S 9C 9H
10H 4S 10S 4C KC
10H 4S 10S 4C KD
10H 4S 10S 4C KS
10H 4S 10S 9D 9C
10H 4S 10S 9D 9H
10H 4S 10S 4D KC
10H 4S 10S 4D KD
10H 4S 10S 4D KS
10H 4S 10S 9H 9C
10H 4S 10S 9H 9D
10H 4D 10D 9C 9D
10H 4D 10D 9C 9H
10H 4D 10D 4C KC
10H 4D 10D 4C KD
10H 4D 10D 4C KS
10H 4D 10D 9D 9C
10H 4D 10D 9D 9H
10H 4D 10D 4S KC
10H 4D 10D 4S KD
10H 4D 10D 4S KS
10H 4D 10D 9H 9C
10H 4D 10D 9H 9D
10H 4D 10S 9C 9D
10H 4D 10S 9C 9H
10H 4D 10S 4C KC
10H 4D 10S 4C KD
10H 4D 10S 4C KS
10H 4D 10S 9D 9C
10H 4D 10S 9D 9H
10H 4D 10S 4S KC
10H 4D 10S 4S KD
10H 4D 10S 4S KS
10H 4D 10S 9H 9C
10H 4D 10S 9H 9D
AS 4C AH 9C 9D
AS 4C AH 9C 9H
AS 4C AH 9D 9C
AS 4C AH 9D 9H
AS 4C AH 4S KC
AS 4C AH 4S KD
AS 4C AH 4S KS
AS 4C AH 4D KC
AS 4C AH 4D KD
AS 4C AH 4D KS
AS 4C AH 9H 9C
AS 4C AH 9H 9D
AS 4C AC 9C 9D
AS 4C AC 9C 9H
AS 4C AC 9D 9C
AS 4C AC 9D 9H
AS 4C AC 4S KC
AS 4C AC 4S KD
AS 4C AC 4S KS
AS 4C AC 4D KC
AS 4C AC 4D KD
AS 4C AC 4D KS
AS 4C AC 9H 9C
AS 4C AC 9H 9D
AS AH 4S 9C 9D
AS AH 4S 9C 9H
AS AH 4S 4C KC
AS AH 4S 4C KD
AS AH 4S 4C KS
AS AH 4S 9D 9C
AS AH 4S 9D 9H
AS AH 4S 4D KC
AS AH 4S 4D KD
AS AH 4S 4D KS
AS AH 4S 9H 9C
AS AH 4S 9H 9D
AS AH 4D 9C 9D
AS AH 4D 9C 9H
AS AH 4D 4C KC
AS AH 4D 4C KD
AS AH 4D 4C KS
AS AH 4D 9D 9C
AS AH 4D 9D 9H
AS AH 4D 4S KC
AS AH 4D 4S KD
AS AH 4D 4S KS
AS AH 4D 9H 9C
AS AH 4D 9H 9D
AS AC 4S 9C 9D
AS AC 4S 9C 9H
AS AC 4S 4C KC
AS AC 4S 4C KD
AS AC 4S 4C KS
AS AC 4S 9D 9C
AS AC 4S 9D 9H
AS AC 4S 4D KC
AS AC 4S 4D KD
AS AC 4S 4D KS
AS AC 4S 9H 9C
AS AC 4S 9H 9D
AS AC 4D 9C 9D
AS AC 4D 9C 9H
AS AC 4D 4C KC
AS AC 4D 4C KD
AS AC 4D 4C KS
AS AC 4D 9D 9C
AS AC 4D 9D 9H
AS AC 4D 4S KC
AS AC 4D 4S KD
AS AC 4D 4S KS
AS AC 4D 9H 9C
AS AC 4D 9H 9D
7D 7S 4C 4S KC
7D 7S 4C 4S KD
7D 7S 4C 4S KS
7D 7S 4C 4D KC
7D 7S 4C 4D KD
7D 7S 4C 4D KS
7D 7S 4S 4C KC
7D 7S 4S 4C KD
7D 7S 4S 4C KS
7D 7S 4S 4D KC
7D 7S 4S 4D KD
7D 7S 4S 4D KS
7D 7S 4D 4C KC
7D 7S 4D 4C KD
7D 7S 4D 4C KS
7D 7S 4D 4S KC
7D 7S 4D 4S KD
7D 7S 4D 4S KS
7D 4C 7H 4S KC
7D 4C 7H 4S KD
7D 4C 7H 4S KS
7D 4C 7H 4D KC
7D 4C 7H 4D KD
7D 4C 7H 4D KS
7D 4C 7C 4S KC
7D 4C 7C 4S KD
7D 4C 7C 4S KS
7D 4C 7C 4D KC
7D 4C 7C 4D KD
7D 4C 7C 4D KS
7D 7H 4S 4C KC
7D 7H 4S 4C KD
7D 7H 4S 4C KS
7D 7H 4S 4D KC
7D 7H 4S 4D KD
7D 7H 4S 4D KS
7D 7H 4D 4C KC
7D 7H 4D 4C KD
7D 7H 4D 4C KS
7D 7H 4D 4S KC
7D 7H 4D 4S KD
7D 7H 4D 4S KS
7D 4S 7C 4C KC
7D 4S 7C 4C KD
7D 4S 7C 4C KS
7D 4S 7C 4D KC
7D 4S 7C 4D KD
7D 4S 7C 4D KS
7D 4D 7C 4C KC
7D 4D 7C 4C KD
7D 4D 7C 4C KS
7D 4D 7C 4S KC
7D 4D 7C 4S KD
7D 4D 7C 4S KS
7S 4C 7H 4S KC
7S 4C 7H 4S KD
7S 4C 7H 4S KS
7S 4C 7H 4D KC
7S 4C 7H 4D KD
7S 4C 7H 4D KS
7S 4C 7C 4S KC
7S 4C 7C 4S KD
7S 4C 7C 4S KS
7S 4C 7C 4D KC
7S 4C 7C 4D KD
7S 4C 7C 4D KS
7S 7H 4S 4C KC
7S 7H 4S 4C KD
7S 7H 4S 4C KS
7S 7H 4S 4D KC
7S 7H 4S 4D KD
7S 7H 4S 4D KS
7S 7H 4D 4C KC
7S 7H 4D 4C KD
7S 7H 4D 4C KS
7S 7H 4D 4S KC
7S 7H 4D 4S KD
7S 7H 4D 4S KS
7S 4S 7C 4C KC
7S 4S 7C 4C KD
7S 4S 7C 4C KS
7S 4S 7C 4D KC
7S 4S 7C 4D KD
7S 4S 7C 4D KS
7S 4D 7C 4C KC
7S 4D 7C 4C KD
7S 4D 7C 4C KS
7S 4D 7C 4S KC
7S 4D 7C 4S KD
7S 4D 7C 4S KS
4C 3H 3C 4S KC
4C 3H 3C 4S KD
4C 3H 3C 4S KS
4C 3H 3C 4D KC
4C 3H 3C 4D KD
4C 3H 3C 4D KS
4C AH AC 9C 9D
4C AH AC 9C 9H
4C AH AC 9D 9C
4C AH AC 9D 9H
4C AH AC 4S KC
4C AH AC 4S KD
4C AH AC 4S KS
4C AH AC 4D KC
4C AH AC 4D KD
4C AH AC 4D KS
4C AH AC 9H 9C
4C AH AC 9H 9D
4C QH QC 9C 9D
4C QH QC 9C 9H
4C QH QC 9D 9C
4C QH QC 9D 9H
4C QH QC 4S KC
4C QH QC 4S KD
4C QH QC 4S KS
4C QH QC 4D KC
4C QH QC 4D KD
4C QH QC 4D KS
4C QH QC 9H 9C
4C QH QC 9H 9D
4C 5H 5C 4S KC
4C 5H 5C 4S KD
4C 5H 5C 4S KS
4C 5H 5C 4D KC
4C 5H 5C 4D KD
4C 5H 5C 4D KS
4C 10C 10D 9C 9D
4C 10C 10D 9C 9H
4C 10C 10D 9D 9C
4C 10C 10D 9D 9H
4C 10C 10D 4S KC
4C 10C 10D 4S KD
4C 10C 10D 4S KS
4C 10C 10D 4D KC
4C 10C 10D 4D KD
4C 10C 10D 4D KS
4C 10C 10D 9H 9C
4C 10C 10D 9H 9D
4C 10C 10S 9C 9D
4C 10C 10S 9C 9H
4C 10C 10S 9D 9C
4C 10C 10S 9D 9H
4C 10C 10S 4S KC
4C 10C 10S 4S KD
4C 10C 10S 4S KS
4C 10C 10S 4D KC
4C 10C 10S 4D KD
4C 10C 10S 4D KS
4C 10C 10S 9H 9C
4C 10C 10S 9H 9D
4C JS JD 9C 9D
4C JS JD 9C 9H
4C JS JD 9D 9C
4C JS JD 9D 9H
4C JS JD 4S KC
4C JS JD 4S KD
4C JS JD 4S KS
4C JS JD 4D KC
4C JS JD 4D KD
4C JS JD 4D KS
4C JS JD 9H 9C
4C JS JD 9H 9D
4C JS JH 9C 9D
4C JS JH 9C 9H
4C JS JH 9D 9C
4C JS JH 9D 9H
4C JS JH 4S KC
4C JS JH 4S KD
4C JS JH 4S KS
4C JS JH 4D KC
4C JS JH 4D KD
4C JS JH 4D KS
4C JS JH 9H 9C
4C JS JH 9H 9D
4C 2D 2S 4S KC
4C 2D 2S 4S KD
4C 2D 2S 4S KS
4C 2D 2S 4D KC
4C 2D 2S 4D KD
4C 2D 2S 4D KS
4C 2D 2H 4S KC
4C 2D 2H 4S KD
4C 2D 2H 4S KS
4C 2D 2H 4D KC
4C 2D 2H 4D KD
4C 2D 2H 4D KS
4C 2S 2H 4S KC
4C 2S 2H 4S KD
